tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
106840408880979968,118452042,n,,,,,,@chill_yo808 lmao yoo yu was suppose to be here to help me bully them
101622794869157888,319984621,n,,,,,,@heethighs why is stephanie bullying you :( she's such meanface
106035327646449666,289077788,n,,,,,,NEWS| Miley na lista dos famosos que já sufreram de Bullying http://t.co/xbm1XwC (via @mrcyruscom
106168634283532288,192253148,n,,,,,,@pelurestart EI COISA LINDA VOCÊ NUNCA ME MANDA BEIJO! ISSO É BULLYING! HAHAHA (L)...
100612097766993920,182902829,n,,,,,,@STFUimTweetinHO lol Oo an I'm the bully
101838788547981312,113178085,y,accusation,other,n,accuser,none,Bullying Law Puts New Jersey Schools on Spot: http://t.co/UwtK6mz
102101169421303808,21298202,y,self-disclosure,cyberbullying,n,victim,none,They didn't bully you because you were a gypsy it was because you're ugly #BFGW
105138325274378240,266358391,n,,,,,,"Happy, Friends, Love, Bullying, *medo*"
105294981425664001,226629901,y,denial,other,n,bully,none,Getting bullied by 12 year olds...
105431055087046656,335523178,y,self-disclosure,other,n,bully,none,@fernalbornoz @Vicho__20 ( para lo tonto por fa ¬¬ nunca mas arruines mi momento de bulling ¬¬)
107083452741988353,193285628,y,self-disclosure,other,n,bully,none,"@SwagWhite well, that comment was not bullying. If I say fat people need to lose weight so they can be healthy it's a matter of fact."
108666273700921345,33627348,y,self-disclosure,other,n,bully,none,to sofrendo bullying até pelo meu espirro aqui em casa
102773122394107904,124875202,y,self-disclosure,other,n,victim,none,Just watched Big Brother don't know why ... Jeff is a asshole bully and @CBS #BB13 isn't worth watching they've ruined BB & Jordan is stupid
102989377294184448,232740027,y,self-disclosure,other,n,victim,none,Does anyone give a toss that Cesc has joined the bully boys of Barca?
103635631128850434,216941143,y,self-disclosure,other,n,bully,none,According to Peter Griffin there are two type's of people: Bullies and nerds. I'm a bully. Fuck nerds.
108268270909521921,162833754,y,self-disclosure,other,n,victim,none,@Chlowweee nvr bully its for your own good
103711441986666496,266726098,n,,,,,,"Amem, aula acabada .. Quarta feira trabalho sobre bullying e homofobia"
103712664018108416,127961894,n,,,,,,Roman2nya madrid bakal di bully-bully sama barca
100284990629224448,58622052,n,,,,,,@MINDofAyMANIAC Cause your a bully .
101340868224630788,168275057,n,,,,,,@rmestridge YAAAA! That's riiiight. Abby denaj the cyber bully
104287430047318017,321564030,n,,,,,,@Jess_Porto isso que você faz comigo é Bullying sabia ?  Coisa chata ;'
104396078807400449,282857807,n,,,,,,Não queira ver a alisen imitando a propaganda do bullying  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk -q
102403628844859392,26769581,n,,,,,,"Meu isso é bullying, não veio queijo em meu cheese bacon."
104038307998076929,101693948,n,,,,,,"“@MicPye Studio with it!!! ""Return of Da Bully"" droppin September 20th!!! #Newz”"
104935969807007745,293860584,n,,,,,,@Assssstherz bullying me now
108990240651354112,313002425,n,,,,,,@Kdot_Slew2k11 You bully me .
101321128471052288,47033579,y,accusation,other,n,accuser,none,@Fc_LCastan bullying ?! palhaço te mancaaa
102018125217804288,207872545,y,self-disclosure,other,n,victim,none,"Dear haters, you aint funny you are just a hater/bully so shut the fuck up and go to hell."
102920407845318656,337582749,n,,,,,,@MrsRIGHT0717  yiu was out dere to so so r u BULLY
104210531019276288,331497041,y,self-disclosure,other,n,victim,none,"haha, dando uma passeada pelo fake, me deparo com esta frase. . Frio é bullying contra os solteiros. UHEAUHEUAEA"
105181004343418881,57834914,n,,,,,,"@gazetaweb confiram a passeata #quebrandoosilencio contra o #bullying na pajucara, q esta acontecendo agora, milhares d"
101369926866051074,83638120,n,,,,,,@DanielleBaiz be nice to your younger brother! no bullying!
103294482761531394,192370628,n,,,,,,@angels510 @haldockins got to bully other attorneys for 7 years!! Gotta love that
103516516028399617,15168816,n,,,,,,"Até a Bela sofria bullying... na música dela, falam ""todo mundo aqui acha que ela é filha de um matusquela."""
107793414845767680,168655671,n,,,,,,@jSoMsIhTuHa I am no bully!
108918186648420352,231869886,y,self-disclosure,other,n,defender,empathy,"@fleenewbery Yeah but let's say when he was younger than 11, before he attained powers, he was bullied. Then had revenge, thus being feared."
103037736008679424,40678293,y,self-disclosure,cyberbullying,n,victim,none,"hates intolerance, ignorance & bullying..."
103103053074407424,25714673,y,report,other,n,reporter,none,"Minha Dash ta cheia de foto de gente bonita, isso dai é bullying. http://tumblr.com/x5y3ydy1oe"
103126388042760195,355489743,n,,,,,,"How to Prevent Bullying in Jackson Schools | Jackson NJ Regional News – Toms River, Brick, Howell, New Egypt, Lakewood: http://t.co/flacTTx"
105472450707468288,230070100,y,self-disclosure,other,n,victim,none,@MzLoveNSN3D aww i get bullied to!
106140616433467392,64558032,n,,,,,,Bulling ftw!!  http://t.co/8rS2Yq7
106373823720456192,267957575,n,,,,,,I feel like internet bullying via twitter...point em out
106696543121326080,221466657,y,self-disclosure,other,n,victim,none,"meus amigos tudinho sofrem de bullying, é tipo requisito pra ser meu amigo"
100657557349216258,102777656,y,accusation,other,n,accuser,none,Así con el bullying de @BernieViverosG y @FranGreave  xD
101824337849487362,164409218,n,,,,,,@poonspoon is internet bullying me
103884714510778369,16708075,y,self-disclosure,other,n,defender,none,Happy to announce my daughter didnt get starred down by the big bully at the bus stop today. Glad I didnt have to whoop her ass! #goodday!!
105705123648512000,103453568,n,,,,,,how u rappin over the internet? hahaha cyber bully ima call silence hurts on yo ass
108667901455769601,146190584,n,,,,,,Ai ja começa o bullying vei
100667222938238976,34369938,y,denial,other,n,bully,none,@KASmua right! I had a very cruel little boy who went way beyond bullying me in the 3rd grade & no one would help me!
101413934938062849,15791276,n,,,,,,"I feel sorry for Rebecca Black, not even she deserves to be bullied."
102328768416321536,34717199,n,,,,,,"I'm not a man, only know how to bully people :("
104557603266375681,329033228,y,self-disclosure,other,y,victim,none,
106816277749841920,93130997,y,report,other,n,reporter,none,
106886716580831232,164701336,n,,,,,,
104055091698475008,222599059,n,,,,,,
106369782206566400,108935132,n,,,,,,
100234655290241025,169334267,n,,,,,,
103495097693380608,269496266,n,,,,,,
103606083301543936,187390147,n,,,,,,
108184913978728448,43886243,n,,,,,,
101767559086489600,74543470,y,self-disclosure,other,n,defender,empathy,
102363244232056832,147058708,y,accusation,other,y,accuser,none,
106144860410613760,101905266,y,self-disclosure,other,n,defender,none,
106781735798308866,98166640,n,,,,,,
107419875319873536,55530445,n,,,,,,
107881800164052992,116060869,n,,,,,,
101779327313657857,154341782,n,,,,,,
102836366613811200,226436313,y,denial,other,n,bully,none,
103253658996707328,305329245,n,,,,,,
107038942632755200,167646449,n,,,,,,
108295230196944896,71919245,n,,,,,,
106938616244224000,328171957,n,,,,,,
101541171691663360,307870666,y,self-disclosure,other,n,victim,sadness,
104215583809220609,267016823,n,,,,,,
106444394105810944,36585496,n,,,,,,
106531039689719809,15727723,y,report,other,n,reporter,none,
102114460658970624,58877012,n,,,,,,
102163459965321216,35550484,n,,,,,,
103497565386977281,248427711,n,,,,,,
103931142843019264,288034147,n,,,,,,
105888394340605952,39971611,n,,,,,,
106540754075262977,53221084,n,,,,,,
107099895437070336,350263456,y,self-disclosure,cyberbullying,y,bully,none,
107562403989958656,131632821,n,,,,,,
101400632950407168,332452084,y,self-disclosure,other,n,victim,none,
107988913263620096,65740178,n,,,,,,
109014837882920960,236442002,n,,,,,,
104781293971193857,235851935,y,report,other,n,reporter,none,"@ivofabiano Ah, foda-se, o que importa é o bullying com o Kelvin"
105864502964256768,27112248,n,,,,,,NJ schools prepare to implement bullying law  Download Free EBook
106052230477643777,17810027,n,,,,,,@World_Tepenicos KKKKKK Nossa!! KKKKKKKKKKKKKKK Bullying REBELDE!! KKKKKKKKK
106916246821408769,330589749,n,,,,,,"http://t.co/Q16weAq En mi artículo de hoy, hablo sobre el bullying...grave problema social"
101459953470013440,106853064,n,,,,,,"http://t.co/AchRdgd el mas completo hasta ahora, un clásico del bullying a la clase política desde q despertamos #tvsenado #18Agosto"
101506970745438208,58080587,n,,,,,,Thinking of submitting @niftynemi to Bully Beatdown. That...would be nice.
102109940252016640,116424095,n,,,,,,"@_SickGirl_  Huhauah, eeh , ele fala que eu faço bullying com ele ;O, eu nao faço bullying nao eh verdade ? -qq"
102233657426706432,333621317,n,,,,,,#Koscielny off which #LiverpoolFC have to take advantage of. 2 rookies in this #Arsenal back 4 and Carroll needs to bully them
102292186133045248,25166752,n,,,,,,"um nickin minaj, when are you going to stop bullying lil kim? it's not nice you know..."
104653565393514496,26638858,n,,,,,,@RafayAgha I don't like people being bullied. I am the voice for the voiceless.
105726192828686336,167175472,n,,,,,,@dahyun_kyuhyun it was embarrassing tho cause my bro's friends are over :S T_T i wont bully kyuhyun anymore! wait i will but only for tomo!
106129763839647744,280687073,n,,,,,,@Naughtyfinger vai começar com #bullying logo cedo é?! vc viu o negocio que te mandei no fb?
106844826527481856,160432451,y,self-disclosure,other,n,victim,none,"lembro que uma vez perguntei pra Maria pé de bixo (bullying~) que time ela torcia e ela me respondeu: ""Brasil, porque eu sou brasileira"""
108356703006887936,229339256,n,,,,,,"“@YoungGrill: @BFLYDIEHARD @preciselikex bully,& X.  On a weekend get away http://t.co/ONnNRkc http://t.co/yD9db0f” lmao, we on the rise b"
101821940129476608,22704058,n,,,,,,"Mentira, nemvou dorme, vou fazer bullying com o @dougiehenrique antes bjs Q"
102060304141262850,143267330,n,,,,,,@CherisCheris @teb2350 @jillzarinsux that was my cyber bully.
108274022990626816,73798189,n,,,,,,"6th grader:""What do U do w/these girls who think they're better than everyone?"" My reply @ Education.com http://t.co/wF6yWUL #bullying"
103178383751520256,291987851,n,,,,,,RSVP HERE --&gt; (http://t.co/dwtY0Xf ) - BEDROOM BULLY ReTweet Please
104212425745760257,300835456,n,,,,,,"@Buster_ESPN The Bosox are either trying to bully the Yanks, or they're a little uptight."
106903380714192896,24529046,n,,,,,,"Hey kids!!
Being bullied on the playground?
Stop the torment right now by learning how to screech like a pterodactyl!!!"
103019179044634625,158256476,y,self-disclosure,cyberbullying,n,bully,none,Tearra need to stop being a bully!
105023181336752128,30070598,n,,,,,,"A @JooyCarolinee e a @Cacutecute que deram a palestra sobre o bullying, eu fui lá só pra representa kkkk, e coloca os videos !  ;]]"
106375289172525056,132233001,n,,,,,,"Haha! Daisy Masticates! - A schoolyard cow bully, picking on another cow, named Daisy."
108651935283941376,81002129,n,,,,,,"A question on homophobic and transphobic bullying, and the PMB bill on transgendered protection, which died on the Order Paper. #hw"
101751187803611136,223685486,n,,,,,,Bully Beatdown!
102891192768933888,101829640,n,,,,,,"@hassanfarias O problema é que hoje em dia as pessoas confundem crítica, ou simplesmente falar a verdade, com bullying, aí fica difícil."
104072989712187392,116859862,n,,,,,,"@SHIINIGAMI_ kkkkkkkkkkkkkkkkkkkkkk', Meeu, vooc tem muita sorte nao nao me puxar,pq se nao vooc sofreria bulling, e seria muito encrenquera"
105871832183357440,338700940,y,self-disclosure,other,n,victim,none,"Rebecca Black Drops Out of School Due to Bullying: 

... http://t.co/zTL57N6"
108315843171057664,197458366,n,,,,,,@MindlessBhavior Please Make A Diffrence And Follow @StopTeenBully Please!!! Make  A Diffrence Spread The Word Not Your Fist
108583184698048512,51311370,n,,,,,,Pq vc dorme tarde &gt;&gt;&gt;&gt; bullying
103603968130818048,291493531,n,,,,,,If Jesus was alive now he'd be bullied for being a geek...
103812838430224384,232578497,n,,,,,,"@ervilhama HAHAHA' IDOTA, VOU FAZER bullying EM VOCE ! U.U 
para de rir, de mim ):"
103921090740490240,315418325,n,,,,,,CouponCodes - Bully: Scholarship Edition xbox 360 http://t.co/6uRBJ1x target
100702832784711680,60132031,n,,,,,,"Study finds that teachers experience cyberbullying, too http://t.co/sM1Y9dA I wonder if NJ's new bullying policy cover this"
101356505256820737,318630425,n,,,,,,"Photoset: › “…he’s sensitive, people bully him, too, and he feels lonely and hasn’t got anybody to talk to,... http://tumblr.com/xol3yllsne"
102119523473305600,238637091,n,,,,,,@NabihaMeher The idea of tolerance is long gone.. the new idea is if u want somthing take it.. even if u have to bully ppl  @Mahamali05
102214079179014146,218332786,n,,,,,,Frio é bullying contra os solteiros. http://t.co/U1jPbp8
104304945108484097,339473600,y,self-disclosure,other,n,defender,empathy,"WOW. This is a joke. ""No submission is unposted"" even if it's complete cyber-bullying? Haha alright."
106135470026653699,76220778,n,,,,,,cold is bullying against single people
101629709493870592,20523497,n,,,,,,@courtney31596 hahaha she bully's you? poor thing! Shes so cool to me
105842058316627968,139180190,n,,,,,,@louisejones_x oh no have they (don't know who they are) been doing racial bullying and eating other people's rations already?!
106853936547377152,276641044,n,,,,,,"@gabriel_chalita vc é contra Bulling,Preconceito com Cor E Sexo ???"
107176904813064192,204444105,n,,,,,,Quem mais sofre bullying: ( ) Loiras burras. ( ) Nerds. (X) O número “24” da chamada. Hahaha.
101785121711067137,173207727,y,self-disclosure,other,n,defender,empathy,"@smoshanthony If you were invisible and you saw the bully at your old high school, what would you do? #lunchtime"
104556668012072960,16177399,n,,,,,,"I agree dt Rebecca blacks songs are kinda bad, bt it's so mean dt she was bullied outta school! NOH8 people! NOH8!"
106950109803192320,35919441,y,self-disclosure,other,y,bully,none,Bullying vira tema de projeto em escola pública da Capital  http://t.co/f7ptgIg
101418213518225408,334440465,y,report,other,n,reporter,none,Cyber bullying: Out you go! | Malay Mail Online http://bit.ly/nsYk0v
